"Time","Date","Genotype","Fragment","Tank","A_Tank","Nutrients","Disease","YII","Sample"
0,"2020-08-12","Kelsey-1","A097",5,"2","NH4","Pathogen",0.644,"2020-08-12_A097"
0,"2020-08-12","Kelsey-1","A098",5,"6","Ambient","Pathogen",0.668,"2020-08-12_A098"
0,"2020-08-12","Kelsey-1","A099",5,"8","Ambient","Placebo",0.641,"2020-08-12_A099"
0,"2020-08-12","Kelsey-1","A100",5,"3","NH4","Pathogen",0.657,"2020-08-12_A100"
0,"2020-08-12","Kelsey-1","A101",5,"2","NH4","Placebo",0.667,"2020-08-12_A101"
0,"2020-08-12","Kelsey-1","A103",5,"7","Ambient","Placebo",0.649,"2020-08-12_A103"
2,"2020-09-02","FM9","205",1,"1","NH4","Pathogen",0.51,"2020-09-02_205"
2,"2020-09-02","FM9","220",1,"1","NH4","Placebo",0.631,"2020-09-02_220"
2,"2020-09-02","FM9","226",1,"1","NH4","Placebo",0.605,"2020-09-02_226"
2,"2020-09-02","FM6","231",1,"1","NH4","Placebo",0.621,"2020-09-02_231"
2,"2020-09-02","FM6","247",1,"1","NH4","Pathogen",0.633,"2020-09-02_247"
2,"2020-09-02","FM6","253",1,"1","NH4","Pathogen",0.618,"2020-09-02_253"
2,"2020-09-02","FM14","262",1,"1","NH4","Placebo",0.674,"2020-09-02_262"
2,"2020-09-02","FM14","289",1,"1","NH4","Pathogen",0.677,"2020-09-02_289"
2,"2020-09-02","FM14","291",1,"1","NH4","Pathogen",0.647,"2020-09-02_291"
2,"2020-09-02","Kelsey-1","A001",1,"1","NH4","Pathogen",0.586,"2020-09-02_A001"
2,"2020-09-02","Kelsey-1","A007",1,"1","NH4","Placebo",0.547,"2020-09-02_A007"
2,"2020-09-02","Kelsey-1","A009",1,"1","NH4","Placebo",0.572,"2020-09-02_A009"
2,"2020-09-02","Cooper-9","A019",1,"1","NH4","Placebo",0.661,"2020-09-02_A019"
2,"2020-09-02","Cooper-9","A022",1,"1","NH4","Pathogen",0.653,"2020-09-02_A022"
2,"2020-09-02","Cooper-9","A024",1,"1","NH4","Pathogen",0.603,"2020-09-02_A024"
2,"2020-09-02","Acerv2","A048",1,"1","NH4","Placebo",0.654,"2020-09-02_A048"
2,"2020-09-02","Acerv2","A051",1,"1","NH4","Placebo",0.599,"2020-09-02_A051"
2,"2020-09-02","Acerv2","A061",1,"1","NH4","Pathogen",0.657,"2020-09-02_A061"
2,"2020-09-02","U44","A067",1,"1","NH4","Pathogen",0.672,"2020-09-02_A067"
2,"2020-09-02","Elkhorn","A075",1,"1","NH4","Placebo",0.649,"2020-09-02_A075"
2,"2020-09-02","Elkhorn","A077",1,"1","NH4","Placebo",0.569,"2020-09-02_A077"
2,"2020-09-02","Elkhorn","A084",1,"1","NH4","Pathogen",0.611,"2020-09-02_A084"
2,"2020-09-02","U44","A105",1,"1","NH4","Placebo",0.64,"2020-09-02_A105"
2,"2020-09-02","U41","A116",1,"1","NH4","Pathogen",0.637,"2020-09-02_A116"
2,"2020-09-02","U44","A127",1,"1","NH4","Placebo",0.665,"2020-09-02_A127"
2,"2020-09-02","K2","A152",1,"1","NH4","Pathogen",0.657,"2020-09-02_A152"
2,"2020-09-02","K2","A158",1,"1","NH4","Pathogen",0.674,"2020-09-02_A158"
2,"2020-09-02","K2","A159",1,"1","NH4","Placebo",0.653,"2020-09-02_A159"
2,"2020-09-02","FM19","A184",1,"1","NH4","Pathogen",0.655,"2020-09-02_A184"
2,"2020-09-02","FM19","A192",1,"1","NH4","Placebo",0.647,"2020-09-02_A192"
2,"2020-09-02","FM19","A196",1,"1","NH4","Placebo",0.625,"2020-09-02_A196"
2,"2020-09-02","FM9","211",2,"2","NH4","Placebo",0.648,"2020-09-02_211"
2,"2020-09-02","FM9","214",2,"2","NH4","Placebo",0.618,"2020-09-02_214"
2,"2020-09-02","FM9","222",2,"2","NH4","Pathogen",0.605,"2020-09-02_222"
2,"2020-09-02","FM6","237",2,"2","NH4","Pathogen",0.637,"2020-09-02_237"
2,"2020-09-02","FM6","238",2,"2","NH4","Pathogen",0.658,"2020-09-02_238"
2,"2020-09-02","FM6","239",2,"2","NH4","Placebo",0.671,"2020-09-02_239"
2,"2020-09-02","FM14","270",2,"2","NH4","Pathogen",0.569,"2020-09-02_270"
2,"2020-09-02","FM14","282",2,"2","NH4","Placebo",0.65,"2020-09-02_282"
2,"2020-09-02","FM14","296",2,"2","NH4","Pathogen",0.666,"2020-09-02_296"
2,"2020-09-02","Kelsey-1","A010",2,"2","NH4","Placebo",0.586,"2020-09-02_A010"
2,"2020-09-02","Cooper-9","A026",2,"2","NH4","Placebo",0.579,"2020-09-02_A026"
2,"2020-09-02","Cooper-9","A029",2,"2","NH4","Pathogen",0.597,"2020-09-02_A029"
2,"2020-09-02","Cooper-9","A038",2,"2","NH4","Pathogen",0.584,"2020-09-02_A038"
2,"2020-09-02","Acerv2","A041",2,"2","NH4","Pathogen",0.62,"2020-09-02_A041"
2,"2020-09-02","Acerv2","A052",2,"2","NH4","Placebo",0.582,"2020-09-02_A052"
2,"2020-09-02","Acerv2","A060",2,"2","NH4","Placebo",0.555,"2020-09-02_A060"
2,"2020-09-02","Elkhorn","A072",2,"2","NH4","Placebo",0.606,"2020-09-02_A072"
2,"2020-09-02","Elkhorn","A078",2,"2","NH4","Pathogen",0.621,"2020-09-02_A078"
2,"2020-09-02","Elkhorn","A083",2,"2","NH4","Placebo",0.596,"2020-09-02_A083"
2,"2020-09-02","Kelsey-1","A097",2,"2","NH4","Pathogen",0.572,"2020-09-02_A097"
2,"2020-09-02","Kelsey-1","A101",2,"2","NH4","Placebo",0.549,"2020-09-02_A101"
2,"2020-09-02","U44","A111",2,"2","NH4","Pathogen",0.676,"2020-09-02_A111"
2,"2020-09-02","U41","A114",2,"2","NH4","Pathogen",0.56,"2020-09-02_A114"
2,"2020-09-02","U44","A131",2,"2","NH4","Placebo",0.695,"2020-09-02_A131"
2,"2020-09-02","U44","A134",2,"2","NH4","Placebo",0.68,"2020-09-02_A134"
2,"2020-09-02","K2","A157",2,"2","NH4","Pathogen",0.66,"2020-09-02_A157"
2,"2020-09-02","K2","A161",2,"2","NH4","Pathogen",0.595,"2020-09-02_A161"
2,"2020-09-02","K2","A165",2,"2","NH4","Placebo",0.604,"2020-09-02_A165"
2,"2020-09-02","FM19","A183",2,"2","NH4","Pathogen",0.616,"2020-09-02_A183"
2,"2020-09-02","FM19","A185",2,"2","NH4","Placebo",0.626,"2020-09-02_A185"
2,"2020-09-02","FM19","A188",2,"2","NH4","Placebo",0.586,"2020-09-02_A188"
2,"2020-09-02","FM9","201",7,"3","NH4","Pathogen",0.654,"2020-09-02_201"
2,"2020-09-02","FM9","202",7,"3","NH4","Pathogen",0.638,"2020-09-02_202"
2,"2020-09-02","FM9","215",7,"3","NH4","Placebo",0.638,"2020-09-02_215"
2,"2020-09-02","FM6","232",7,"3","NH4","Pathogen",0.653,"2020-09-02_232"
2,"2020-09-02","FM6","254",7,"3","NH4","Placebo",0.66,"2020-09-02_254"
2,"2020-09-02","FM6","258",7,"3","NH4","Placebo",0.589,"2020-09-02_258"
2,"2020-09-02","FM14","265",7,"3","NH4","Pathogen",0.672,"2020-09-02_265"
2,"2020-09-02","FM14","269",7,"3","NH4","Placebo",0.649,"2020-09-02_269"
2,"2020-09-02","FM14","293",7,"3","NH4","Placebo",0.669,"2020-09-02_293"
2,"2020-09-02","U44","A011",7,"3","NH4","Pathogen",0,"2020-09-02_A011"
2,"2020-09-02","Kelsey-1","A014",7,"3","NH4","Placebo",0,"2020-09-02_A014"
2,"2020-09-02","Cooper-9","A018",7,"3","NH4","Placebo",0,"2020-09-02_A018"
2,"2020-09-02","Cooper-9","A021",7,"3","NH4","Pathogen",0,"2020-09-02_A021"
2,"2020-09-02","Cooper-9","A036",7,"3","NH4","Placebo",0,"2020-09-02_A036"
2,"2020-09-02","Acerv2","A039",7,"3","NH4","Pathogen",0,"2020-09-02_A039"
2,"2020-09-02","Acerv2","A056",7,"3","NH4","Placebo",0.636,"2020-09-02_A056"
2,"2020-09-02","Acerv2","A058",7,"3","NH4","Pathogen",0.599,"2020-09-02_A058"
2,"2020-09-02","Elkhorn","A064",7,"3","NH4","Pathogen",0.627,"2020-09-02_A064"
2,"2020-09-02","Kelsey-1","A094",7,"3","NH4","Pathogen",0.55,"2020-09-02_A094"
2,"2020-09-02","Kelsey-1","A100",7,"3","NH4","Pathogen",0.605,"2020-09-02_A100"
2,"2020-09-02","U44","A106",7,"3","NH4","Placebo",0.692,"2020-09-02_A106"
2,"2020-09-02","U41","A119",7,"3","NH4","Pathogen",0.598,"2020-09-02_A119"
2,"2020-09-02","U41","A125",7,"3","NH4","Pathogen",0.622,"2020-09-02_A125"
2,"2020-09-02","U44","A130",7,"3","NH4","Pathogen",0.688,"2020-09-02_A130"
2,"2020-09-02","K2","A151",7,"3","NH4","Placebo",0.647,"2020-09-02_A151"
2,"2020-09-02","K2","A162",7,"3","NH4","Placebo",0.657,"2020-09-02_A162"
2,"2020-09-02","K2","A167",7,"3","NH4","Pathogen",0.625,"2020-09-02_A167"
2,"2020-09-02","FM19","A175",7,"3","NH4","Pathogen",0.654,"2020-09-02_A175"
2,"2020-09-02","FM19","A190",7,"3","NH4","Placebo",0.654,"2020-09-02_A190"
2,"2020-09-02","FM19","A195",7,"3","NH4","Pathogen",0.637,"2020-09-02_A195"
2,"2020-09-02","FM9","204",4,"4","NH4","Placebo",0.606,"2020-09-02_204"
2,"2020-09-02","FM9","216",4,"4","NH4","Pathogen",0.589,"2020-09-02_216"
2,"2020-09-02","FM6","235",4,"4","NH4","Pathogen",0.675,"2020-09-02_235"
2,"2020-09-02","FM6","261",4,"4","NH4","Placebo",0.656,"2020-09-02_261"
2,"2020-09-02","FM6","266",4,"4","NH4","Placebo",0.67,"2020-09-02_266"
2,"2020-09-02","FM14","272",4,"4","NH4","Placebo",0.678,"2020-09-02_272"
2,"2020-09-02","FM14","284",4,"4","NH4","Placebo",0.606,"2020-09-02_284"
2,"2020-09-02","FM14","285",4,"4","NH4","Pathogen",0.672,"2020-09-02_285"
2,"2020-09-02","Kelsey-1","A002",4,"4","NH4","Pathogen",0,"2020-09-02_A002"
2,"2020-09-02","Kelsey-1","A008",4,"4","NH4","Placebo",0,"2020-09-02_A008"
2,"2020-09-02","Cooper-9","A027",4,"4","NH4","Pathogen",0,"2020-09-02_A027"
2,"2020-09-02","Cooper-9","A034",4,"4","NH4","Placebo",0,"2020-09-02_A034"
2,"2020-09-02","Cooper-9","A037",4,"4","NH4","Placebo",0,"2020-09-02_A037"
2,"2020-09-02","Acerv2","A040",4,"4","NH4","Pathogen",0,"2020-09-02_A040"
2,"2020-09-02","Acerv2","A045",4,"4","NH4","Placebo",0.565,"2020-09-02_A045"
2,"2020-09-02","Acerv2","A046",4,"4","NH4","Pathogen",0.511,"2020-09-02_A046"
2,"2020-09-02","Elkhorn","A068",4,"4","NH4","Placebo",0.575,"2020-09-02_A068"
2,"2020-09-02","U44","A071",4,"4","NH4","Placebo",0.653,"2020-09-02_A071"
2,"2020-09-02","Elkhorn","A076",4,"4","NH4","Pathogen",0.634,"2020-09-02_A076"
2,"2020-09-02","Elkhorn","A089",4,"4","NH4","Pathogen",0.603,"2020-09-02_A089"
2,"2020-09-02","U44","A102",4,"4","NH4","Pathogen",0.685,"2020-09-02_A102"
2,"2020-09-02","U41","A107",4,"4","NH4","Pathogen",0.528,"2020-09-02_A107"
2,"2020-09-02","U41","A118",4,"4","NH4","Pathogen",0.564,"2020-09-02_A118"
2,"2020-09-02","U44","A129",4,"4","NH4","Pathogen",0.676,"2020-09-02_A129"
2,"2020-09-02","K2","A155",4,"4","NH4","Placebo",0.586,"2020-09-02_A155"
2,"2020-09-02","K2","A163",4,"4","NH4","Pathogen",0.55,"2020-09-02_A163"
2,"2020-09-02","K2","A172",4,"4","NH4","Placebo",0.63,"2020-09-02_A172"
2,"2020-09-02","FM19","A176",4,"4","NH4","Pathogen",0.596,"2020-09-02_A176"
2,"2020-09-02","FM19","A179",4,"4","NH4","Pathogen",0.587,"2020-09-02_A179"
2,"2020-09-02","FM19","A198",4,"4","NH4","Placebo",0.567,"2020-09-02_A198"
2,"2020-09-02","FM9","A199",4,"4","NH4","Pathogen",0.565,"2020-09-02_A199"
2,"2020-09-02","FM9","227",5,"5","Ambient","Placebo",0.602,"2020-09-02_227"
2,"2020-09-02","FM9","228",5,"5","Ambient","Pathogen",0.648,"2020-09-02_228"
2,"2020-09-02","FM6","250",5,"5","Ambient","Placebo",0.667,"2020-09-02_250"
2,"2020-09-02","FM6","252",5,"5","Ambient","Placebo",0.681,"2020-09-02_252"
2,"2020-09-02","FM6","256",5,"5","Ambient","Pathogen",0.636,"2020-09-02_256"
2,"2020-09-02","FM14","264",5,"5","Ambient","Pathogen",0.619,"2020-09-02_264"
2,"2020-09-02","FM14","268",5,"5","Ambient","Placebo",0.676,"2020-09-02_268"
2,"2020-09-02","FM14","276",5,"5","Ambient","Placebo",0.668,"2020-09-02_276"
2,"2020-09-02","Kelsey-1","A004",5,"5","Ambient","Pathogen",0.561,"2020-09-02_A004"
2,"2020-09-02","Kelsey-1","A015",5,"5","Ambient","Placebo",0.577,"2020-09-02_A015"
2,"2020-09-02","Cooper-9","A017",5,"5","Ambient","Placebo",0.665,"2020-09-02_A017"
2,"2020-09-02","Cooper-9","A028",5,"5","Ambient","Placebo",0.642,"2020-09-02_A028"
2,"2020-09-02","Acerv2","A049",5,"5","Ambient","Pathogen",0.574,"2020-09-02_A049"
2,"2020-09-02","Acerv2","A057",5,"5","Ambient","Pathogen",0.614,"2020-09-02_A057"
2,"2020-09-02","Acerv2","A062",5,"5","Ambient","Placebo",0.633,"2020-09-02_A062"
2,"2020-09-02","Elkhorn","A066",5,"5","Ambient","Placebo",0.632,"2020-09-02_A066"
2,"2020-09-02","Elkhorn","A086",5,"5","Ambient","Pathogen",0.604,"2020-09-02_A086"
2,"2020-09-02","Elkhorn","A087",5,"5","Ambient","Pathogen",0.628,"2020-09-02_A087"
2,"2020-09-02","U44","A091",5,"5","Ambient","Placebo",0.686,"2020-09-02_A091"
2,"2020-09-02","Kelsey-1","A095",5,"5","Ambient","Pathogen",0.514,"2020-09-02_A095"
2,"2020-09-02","U44","A109",5,"5","Ambient","Placebo",0.669,"2020-09-02_A109"
2,"2020-09-02","U41","A115",5,"5","Ambient","Pathogen",0.608,"2020-09-02_A115"
2,"2020-09-02","U44","A121",5,"5","Ambient","Pathogen",0.669,"2020-09-02_A121"
2,"2020-09-02","K2","A154",5,"5","Ambient","Placebo",0.569,"2020-09-02_A154"
2,"2020-09-02","K2","A160",5,"5","Ambient","Placebo",0.664,"2020-09-02_A160"
2,"2020-09-02","K2","A166",5,"5","Ambient","Pathogen",0.622,"2020-09-02_A166"
2,"2020-09-02","FM19","A180",5,"5","Ambient","Pathogen",0.614,"2020-09-02_A180"
2,"2020-09-02","FM19","A181",5,"5","Ambient","Pathogen",0.665,"2020-09-02_A181"
2,"2020-09-02","FM19","A189",5,"5","Ambient","Placebo",0.591,"2020-09-02_A189"
2,"2020-09-02","FM9","A200",5,"5","Ambient","Pathogen",0.636,"2020-09-02_A200"
2,"2020-09-02","FM9","217",6,"6","Ambient","Pathogen",0.658,"2020-09-02_217"
2,"2020-09-02","FM9","221",6,"6","Ambient","Placebo",0.49,"2020-09-02_221"
2,"2020-09-02","FM9","224",6,"6","Ambient","Pathogen",0.622,"2020-09-02_224"
2,"2020-09-02","FM6","241",6,"6","Ambient","Pathogen",0.638,"2020-09-02_241"
2,"2020-09-02","FM6","244",6,"6","Ambient","Placebo",0.563,"2020-09-02_244"
2,"2020-09-02","FM6","251",6,"6","Ambient","Placebo",0.65,"2020-09-02_251"
2,"2020-09-02","FM14","274",6,"6","Ambient","Pathogen",0.546,"2020-09-02_274"
2,"2020-09-02","FM14","277",6,"6","Ambient","Placebo",0.645,"2020-09-02_277"
2,"2020-09-02","FM14","288",6,"6","Ambient","Placebo",0.597,"2020-09-02_288"
2,"2020-09-02","Kelsey-1","A003",6,"6","Ambient","Pathogen",0.584,"2020-09-02_A003"
2,"2020-09-02","Cooper-9","A016",6,"6","Ambient","Pathogen",0.662,"2020-09-02_A016"
2,"2020-09-02","Cooper-9","A020",6,"6","Ambient","Placebo",0.65,"2020-09-02_A020"
2,"2020-09-02","Cooper-9","A032",6,"6","Ambient","Pathogen",0.646,"2020-09-02_A032"
2,"2020-09-02","Acerv2","A044",6,"6","Ambient","Pathogen",0.593,"2020-09-02_A044"
2,"2020-09-02","Acerv2","A050",6,"6","Ambient","Placebo",0.525,"2020-09-02_A050"
2,"2020-09-02","Acerv2","A059",6,"6","Ambient","Pathogen",0.645,"2020-09-02_A059"
2,"2020-09-02","Elkhorn","A063",6,"6","Ambient","Pathogen",0.604,"2020-09-02_A063"
2,"2020-09-02","Elkhorn","A082",6,"6","Ambient","Pathogen",0.646,"2020-09-02_A082"
2,"2020-09-02","Elkhorn","A090",6,"6","Ambient","Placebo",0.621,"2020-09-02_A090"
2,"2020-09-02","Kelsey-1","A096",6,"6","Ambient","Placebo",0.547,"2020-09-02_A096"
2,"2020-09-02","Kelsey-1","A098",6,"6","Ambient","Pathogen",0.587,"2020-09-02_A098"
2,"2020-09-02","U41","A112",6,"6","Ambient","Pathogen",0.603,"2020-09-02_A112"
2,"2020-09-02","U44","A122",6,"6","Ambient","Placebo",0.682,"2020-09-02_A122"
2,"2020-09-02","U41","A123",6,"6","Ambient","Pathogen",0.58,"2020-09-02_A123"
2,"2020-09-02","U44","A128",6,"6","Ambient","Placebo",0.638,"2020-09-02_A128"
2,"2020-09-02","U44","A132",6,"6","Ambient","Pathogen",0.664,"2020-09-02_A132"
2,"2020-09-02","K2","A173",6,"6","Ambient","Placebo",0.602,"2020-09-02_A173"
2,"2020-09-02","K2","A174",6,"6","Ambient","Pathogen",0.614,"2020-09-02_A174"
2,"2020-09-02","FM19","A177",6,"6","Ambient","Pathogen",0.666,"2020-09-02_A177"
2,"2020-09-02","FM19","A178",6,"6","Ambient","Placebo",0.586,"2020-09-02_A178"
2,"2020-09-02","FM19","A194",6,"6","Ambient","Pathogen",0.595,"2020-09-02_A194"
2,"2020-09-02","FM9","208",3,"7","Ambient","Placebo",0.604,"2020-09-02_208"
2,"2020-09-02","FM9","218",3,"7","Ambient","Placebo",0.606,"2020-09-02_218"
2,"2020-09-02","FM9","229",3,"7","Ambient","Pathogen",0.651,"2020-09-02_229"
2,"2020-09-02","FM6","230",3,"7","Ambient","Pathogen",0.672,"2020-09-02_230"
2,"2020-09-02","FM6","243",3,"7","Ambient","Pathogen",0.641,"2020-09-02_243"
2,"2020-09-02","FM6","245",3,"7","Ambient","Placebo",0.582,"2020-09-02_245"
2,"2020-09-02","FM14","279",3,"7","Ambient","Placebo",0.6,"2020-09-02_279"
2,"2020-09-02","FM14","281",3,"7","Ambient","Pathogen",0.609,"2020-09-02_281"
2,"2020-09-02","FM14","283",3,"7","Ambient","Pathogen",0.573,"2020-09-02_283"
2,"2020-09-02","Kelsey-1","A005",3,"7","Ambient","Pathogen",0.502,"2020-09-02_A005"
2,"2020-09-02","Kelsey-1","A012",3,"7","Ambient","Placebo",0.549,"2020-09-02_A012"
2,"2020-09-02","Cooper-9","A030",3,"7","Ambient","Pathogen",0.636,"2020-09-02_A030"
2,"2020-09-02","Cooper-9","A031",3,"7","Ambient","Pathogen",0.571,"2020-09-02_A031"
2,"2020-09-02","Cooper-9","A033",3,"7","Ambient","Placebo",0.588,"2020-09-02_A033"
2,"2020-09-02","Acerv2","A047",3,"7","Ambient","Placebo",0.587,"2020-09-02_A047"
2,"2020-09-02","Acerv2","A053",3,"7","Ambient","Pathogen",0.566,"2020-09-02_A053"
2,"2020-09-02","Acerv2","A055",3,"7","Ambient","Placebo",0.623,"2020-09-02_A055"
2,"2020-09-02","Elkhorn","A069",3,"7","Ambient","Placebo",0.622,"2020-09-02_A069"
2,"2020-09-02","Elkhorn","A073",3,"7","Ambient","Pathogen",0.598,"2020-09-02_A073"
2,"2020-09-02","Elkhorn","A088",3,"7","Ambient","Placebo",0.632,"2020-09-02_A088"
2,"2020-09-02","Kelsey-1","A103",3,"7","Ambient","Placebo",0.568,"2020-09-02_A103"
2,"2020-09-02","U44","A104",3,"7","Ambient","Pathogen",0.67,"2020-09-02_A104"
2,"2020-09-02","U41","A110",3,"7","Ambient","Pathogen",0.574,"2020-09-02_A110"
2,"2020-09-02","U44","A113",3,"7","Ambient","Pathogen",0.695,"2020-09-02_A113"
2,"2020-09-02","U44","A120",3,"7","Ambient","Placebo",0.639,"2020-09-02_A120"
2,"2020-09-02","K2","A164",3,"7","Ambient","Pathogen",0.589,"2020-09-02_A164"
2,"2020-09-02","K2","A169",3,"7","Ambient","Placebo",0.524,"2020-09-02_A169"
2,"2020-09-02","K2","A170",3,"7","Ambient","Pathogen",0.629,"2020-09-02_A170"
2,"2020-09-02","FM19","A182",3,"7","Ambient","Pathogen",0.635,"2020-09-02_A182"
2,"2020-09-02","FM19","A186",3,"7","Ambient","Placebo",0.607,"2020-09-02_A186"
2,"2020-09-02","FM19","A191",3,"7","Ambient","Placebo",0.623,"2020-09-02_A191"
2,"2020-09-02","FM9","207",8,"8","Ambient","Placebo",0.634,"2020-09-02_207"
2,"2020-09-02","FM9","209",8,"8","Ambient","Placebo",0.585,"2020-09-02_209"
2,"2020-09-02","FM9","225",8,"8","Ambient","Pathogen",0.63,"2020-09-02_225"
2,"2020-09-02","FM6","234",8,"8","Ambient","Pathogen",0.628,"2020-09-02_234"
2,"2020-09-02","FM6","242",8,"8","Ambient","Pathogen",0.615,"2020-09-02_242"
2,"2020-09-02","FM6","260",8,"8","Ambient","Placebo",0.621,"2020-09-02_260"
2,"2020-09-02","FM14","263",8,"8","Ambient","Placebo",0.589,"2020-09-02_263"
2,"2020-09-02","FM14","273",8,"8","Ambient","Pathogen",0.674,"2020-09-02_273"
2,"2020-09-02","FM14","275",8,"8","Ambient","Pathogen",0.663,"2020-09-02_275"
2,"2020-09-02","U44","A006",8,"8","Ambient","Placebo",0.667,"2020-09-02_A006"
2,"2020-09-02","Kelsey-1","A013",8,"8","Ambient","Placebo",0.579,"2020-09-02_A013"
2,"2020-09-02","Cooper-9","A023",8,"8","Ambient","Pathogen",0.652,"2020-09-02_A023"
2,"2020-09-02","Cooper-9","A025",8,"8","Ambient","Pathogen",0.635,"2020-09-02_A025"
2,"2020-09-02","Cooper-9","A035",8,"8","Ambient","Placebo",0.591,"2020-09-02_A035"
2,"2020-09-02","Acerv2","A042",8,"8","Ambient","Placebo",0.644,"2020-09-02_A042"
2,"2020-09-02","Acerv2","A043",8,"8","Ambient","Placebo",0.654,"2020-09-02_A043"
2,"2020-09-02","Elkhorn","A065",8,"8","Ambient","Placebo",0.591,"2020-09-02_A065"
2,"2020-09-02","Elkhorn","A079",8,"8","Ambient","Placebo",0.636,"2020-09-02_A079"
2,"2020-09-02","Elkhorn","A080",8,"8","Ambient","Pathogen",0.64,"2020-09-02_A080"
2,"2020-09-02","U44","A085",8,"8","Ambient","Pathogen",0.674,"2020-09-02_A085"
2,"2020-09-02","Kelsey-1","A093",8,"8","Ambient","Pathogen",0.592,"2020-09-02_A093"
2,"2020-09-02","Kelsey-1","A099",8,"8","Ambient","Placebo",0.595,"2020-09-02_A099"
2,"2020-09-02","U41","A124",8,"8","Ambient","Pathogen",0.601,"2020-09-02_A124"
2,"2020-09-02","U44","A133",8,"8","Ambient","Pathogen",0.658,"2020-09-02_A133"
2,"2020-09-02","K2","A156",8,"8","Ambient","Pathogen",0.598,"2020-09-02_A156"
2,"2020-09-02","K2","A168",8,"8","Ambient","Pathogen",0.652,"2020-09-02_A168"
2,"2020-09-02","K2","A171",8,"8","Ambient","Placebo",0.587,"2020-09-02_A171"
2,"2020-09-02","FM19","A187",8,"8","Ambient","Pathogen",0.583,"2020-09-02_A187"
2,"2020-09-02","FM19","A193",8,"8","Ambient","Placebo",0.651,"2020-09-02_A193"
2,"2020-09-02","FM19","A197",8,"8","Ambient","Placebo",0.621,"2020-09-02_A197"
